bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,yr_built,yr_renovated,zipcode,lat,long,sqft_above,sqft_basement,state_AK,state_AL,state_AR,state_AZ,state_CA,state_CO,state_CT,state_DE,state_FL,state_GA,state_HI,state_IA,state_ID,state_IL,state_IN,state_KS,state_KY,state_LA,state_MA,state_MD,state_ME,state_MI,state_MN,state_MO,state_MS,state_MT,state_NC,state_ND,state_NE,state_NH,state_NJ,state_NM,state_NV,state_NY,state_OH,state_OK,state_OR,state_PA,state_RI,state_SC,state_SD,state_TN,state_TX,state_UT,state_VA,state_VT,state_WA,state_WI,state_WV,state_WY,price
-1.4404198619165796,1.0845289323988678,1.6122553112039342,2.7403537033919,-1.386680362342817,-0.22941573387056183,-1.3652827553585742,-0.07947919565417831,0.7773482906364846,-1.0745999422287347,1.79490133639492,0.5785846898631398,1.2179780896681138,-1.4961284802021062,1.8748326341962527,-0.524303604236727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193041
-0.735195939313603,-0.6541948069179543,1.4585825265516628,-0.703146314084172,0.035555906726738765,-0.22941573387056183,0.03680479828309378,-1.47691560276061,1.3041408637065293,1.2057182375669828,-0.5368181637610334,0.6598011856592596,-1.7101332296832152,1.2061208748813477,1.7149583088559652,-0.524303604236727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,361007
0.6752519058923501,1.0845289323988678,-0.26432580906899444,0.17873054343216993,-0.6755622278080391,-0.22941573387056183,0.03680479828309378,-0.7781973992073942,1.040744577171507,-0.34264595859060315,-0.5368181637610334,0.11511169852134726,0.3333695603143392,1.6655630198702982,-0.44641958949446114,0.455817632798865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145917
0.6752519058923501,0.21516706274045677,-0.6327464594532859,0.5223972312974718,0.7466740412615166,-0.22941573387056183,0.7378485751039278,1.3179572114522533,-1.5932182881787162,0.8397412457479171,-0.5368181637610334,-0.9866448927339317,-0.23496207489868426,-0.7393725364727111,-0.46076728535833306,-0.524303604236727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149670
-0.02997201671062649,-1.0888757417471597,-1.5134097253451484,-0.582561511324417,-0.6755622278080391,-0.22941573387056183,-0.6642389785377402,1.3179572114522533,-1.0664257151086716,0.8115891694541428,-0.5368181637610334,0.8580289074353266,-1.4706747209849222,-0.7383518029701104,-1.3769701498084426,-0.524303604236727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98382
-0.735195939313603,-0.6541948069179543,0.14054287357256653,-1.213220029757936,0.035555906726738765,-0.22941573387056183,0.03680479828309378,-0.7781973992073942,-0.539633142038627,0.8678933220416915,-0.5368181637610334,-1.6802746538558493,-1.4748067471927264,-0.9811020620856028,0.3437285184373448,-0.524303604236727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,174319
-0.735195939313603,0.6498479975696623,-1.055346617247032,0.7651746341871121,1.4577921757962944,-0.22941573387056183,-0.6642389785377402,0.6192390078990375,1.3041408637065293,1.31832654274208,1.8973282911821325,1.3676298947876384,0.312559660991018,-1.6984445362251321,-0.9004216800441239,-0.524303604236727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,183422
-1.4404198619165796,0.21516706274045677,0.09719926764500283,1.7991893178520117,1.4577921757962944,-0.22941573387056183,0.7378485751039278,-1.47691560276061,1.040744577171507,-1.384272781460252,-0.5368181637610334,-0.8540965979929876,-0.17895308572891563,-0.8286412936182014,0.29863576000803294,-0.524303604236727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,56237
-0.735195939313603,-0.21951387208874876,-0.9863908805440897,2.512850375518495,1.4577921757962944,-0.22941573387056183,-1.3652827553585742,-0.07947919565417831,0.25055571756643996,1.5435431530922745,-0.5368181637610334,1.196201758123243,0.025873971732860112,0.608096628189327,-0.8286832007247641,-0.524303604236727,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110504
-1.4404198619165796,0.6498479975696623,0.3818879520328644,-0.8705582152489654,0.035555906726738765,-0.22941573387056183,1.4388923519247618,-0.7781973992073942,-1.0664257151086716,-0.8775354081723147,1.841897233297288,-1.1594111501528628,1.6682913333161091,-0.3325139706151588,-0.487413006248381,2.3479961320759104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111211
